window_id,ai_anomaly_score,ai_alert_flag,alert_threshold_x,pipeline_run_id_x,network_anomaly_score,ids_alert_flag,predicted_attack_type,alert_threshold_y,pipeline_run_id_y,fused_score
224,0.371123,0,0.5,2025-05-13T11:42:07,0.041128,0,Normal,0.5,2025-05-13T11:42:07,0.23912499999999998
225,0.748497,1,0.5,2025-05-13T11:42:07,0.850167,1,DDoS,0.5,2025-05-13T11:42:07,0.7891649999999999
226,0.045008,0,0.5,2025-05-13T11:42:07,0.749637,1,Malware,0.5,2025-05-13T11:42:07,0.32685960000000003
227,0.698804,1,0.5,2025-05-13T11:42:07,0.825894,1,DDoS,0.5,2025-05-13T11:42:07,0.7496400000000001
228,0.84233,1,0.5,2025-05-13T11:42:07,0.753175,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.806668
229,0.24778,0,0.5,2025-05-13T11:42:07,0.860706,1,Replay,0.5,2025-05-13T11:42:07,0.4929504
230,0.29205,0,0.5,2025-05-13T11:42:07,0.399425,0,Normal,0.5,2025-05-13T11:42:07,0.33499999999999996
231,0.134759,0,0.5,2025-05-13T11:42:07,0.050069,0,Normal,0.5,2025-05-13T11:42:07,0.100883
232,0.928174,1,0.5,2025-05-13T11:42:07,0.222303,0,Normal,0.5,2025-05-13T11:42:07,0.6458256
233,0.806232,1,0.5,2025-05-13T11:42:07,0.12213,0,Normal,0.5,2025-05-13T11:42:07,0.5325911999999999
234,0.641196,1,0.5,2025-05-13T11:42:07,0.061206,0,Normal,0.5,2025-05-13T11:42:07,0.4092
235,0.865936,1,0.5,2025-05-13T11:42:07,0.760952,1,Replay,0.5,2025-05-13T11:42:07,0.8239424
236,0.685473,1,0.5,2025-05-13T11:42:07,0.021324,0,Normal,0.5,2025-05-13T11:42:07,0.4198134
237,0.816601,1,0.5,2025-05-13T11:42:07,0.706019,1,DDoS,0.5,2025-05-13T11:42:07,0.7723682
238,0.363647,0,0.5,2025-05-13T11:42:07,0.915828,1,Replay,0.5,2025-05-13T11:42:07,0.5845194
239,0.126228,0,0.5,2025-05-13T11:42:07,0.1842,0,Normal,0.5,2025-05-13T11:42:07,0.14941680000000002
240,0.703115,1,0.5,2025-05-13T11:42:07,0.874901,1,Malware,0.5,2025-05-13T11:42:07,0.7718294000000001
241,0.718863,1,0.5,2025-05-13T11:42:07,0.860481,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7755102
242,0.063225,0,0.5,2025-05-13T11:42:07,0.879089,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.38957060000000004
243,0.792131,1,0.5,2025-05-13T11:42:07,0.823608,1,DDoS,0.5,2025-05-13T11:42:07,0.8047218
244,0.770103,1,0.5,2025-05-13T11:42:07,0.052764,0,Normal,0.5,2025-05-13T11:42:07,0.48316739999999997
245,0.73789,1,0.5,2025-05-13T11:42:07,0.030358,0,Normal,0.5,2025-05-13T11:42:07,0.45487720000000004
246,0.806754,1,0.5,2025-05-13T11:42:07,0.281831,0,Normal,0.5,2025-05-13T11:42:07,0.5967848
247,0.261667,0,0.5,2025-05-13T11:42:07,0.853683,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4984734
248,0.040819,0,0.5,2025-05-13T11:42:07,0.887625,1,Malware,0.5,2025-05-13T11:42:07,0.37954140000000003
249,0.064123,0,0.5,2025-05-13T11:42:07,0.103853,0,Normal,0.5,2025-05-13T11:42:07,0.080015
250,0.829004,1,0.5,2025-05-13T11:42:07,0.059326,0,Normal,0.5,2025-05-13T11:42:07,0.5211328
251,0.854474,1,0.5,2025-05-13T11:42:07,0.843684,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.850158
252,0.929443,1,0.5,2025-05-13T11:42:07,0.184765,0,Normal,0.5,2025-05-13T11:42:07,0.6315718
253,0.216392,0,0.5,2025-05-13T11:42:07,0.788861,1,Replay,0.5,2025-05-13T11:42:07,0.44537960000000004
254,0.197544,0,0.5,2025-05-13T11:42:07,0.867491,1,DDoS,0.5,2025-05-13T11:42:07,0.4655228
255,0.629685,1,0.5,2025-05-13T11:42:07,0.720323,1,DDoS,0.5,2025-05-13T11:42:07,0.6659402000000001
256,0.870125,1,0.5,2025-05-13T11:42:07,0.261594,0,Normal,0.5,2025-05-13T11:42:07,0.6267126
257,0.027888,0,0.5,2025-05-13T11:42:07,0.766278,1,Replay,0.5,2025-05-13T11:42:07,0.32324400000000003
258,0.149833,0,0.5,2025-05-13T11:42:07,0.868012,1,Replay,0.5,2025-05-13T11:42:07,0.4371046
259,0.885755,1,0.5,2025-05-13T11:42:07,0.930269,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.9035606
260,0.109535,0,0.5,2025-05-13T11:42:07,0.921674,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4343906
261,0.794592,1,0.5,2025-05-13T11:42:07,0.175281,0,Normal,0.5,2025-05-13T11:42:07,0.5468675999999999
262,0.067795,0,0.5,2025-05-13T11:42:07,0.745887,1,DDoS,0.5,2025-05-13T11:42:07,0.3390318
263,0.053714,0,0.5,2025-05-13T11:42:07,0.845729,1,Replay,0.5,2025-05-13T11:42:07,0.37052
264,0.731322,1,0.5,2025-05-13T11:42:07,0.157463,0,Normal,0.5,2025-05-13T11:42:07,0.5017784
265,0.12989,0,0.5,2025-05-13T11:42:07,0.444216,0,Normal,0.5,2025-05-13T11:42:07,0.2556204
266,0.249575,0,0.5,2025-05-13T11:42:07,0.904632,1,Malware,0.5,2025-05-13T11:42:07,0.5115978
267,0.068147,0,0.5,2025-05-13T11:42:07,0.178416,0,Normal,0.5,2025-05-13T11:42:07,0.1122546
268,0.175027,0,0.5,2025-05-13T11:42:07,0.769274,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.41272580000000003
269,0.124383,0,0.5,2025-05-13T11:42:07,0.915378,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.440781
270,0.145074,0,0.5,2025-05-13T11:42:07,0.854251,1,DDoS,0.5,2025-05-13T11:42:07,0.42874480000000004
271,0.056392,0,0.5,2025-05-13T11:42:07,0.876352,1,Malware,0.5,2025-05-13T11:42:07,0.38437600000000005
272,0.09325,0,0.5,2025-05-13T11:42:07,0.068394,0,Normal,0.5,2025-05-13T11:42:07,0.0833076
273,0.813002,1,0.5,2025-05-13T11:42:07,0.060757,0,Normal,0.5,2025-05-13T11:42:07,0.512104
274,0.669402,1,0.5,2025-05-13T11:42:07,0.706716,1,DDoS,0.5,2025-05-13T11:42:07,0.6843276
275,0.13885,0,0.5,2025-05-13T11:42:07,0.743343,1,Malware,0.5,2025-05-13T11:42:07,0.3806472
276,0.054902,0,0.5,2025-05-13T11:42:07,0.028612,0,Normal,0.5,2025-05-13T11:42:07,0.044385999999999995
277,0.854209,1,0.5,2025-05-13T11:42:07,0.85648,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8551174
278,0.902813,1,0.5,2025-05-13T11:42:07,0.798547,1,Malware,0.5,2025-05-13T11:42:07,0.8611065999999999
279,0.80189,1,0.5,2025-05-13T11:42:07,0.849238,1,DDoS,0.5,2025-05-13T11:42:07,0.8208291999999999
280,0.157396,0,0.5,2025-05-13T11:42:07,0.871951,1,Replay,0.5,2025-05-13T11:42:07,0.44321800000000006
281,0.596184,1,0.5,2025-05-13T11:42:07,0.694646,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.6355688
282,0.01553,0,0.5,2025-05-13T11:42:07,0.823513,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.33872320000000006
283,0.334975,0,0.5,2025-05-13T11:42:07,0.062377,0,Normal,0.5,2025-05-13T11:42:07,0.2259358
284,0.791509,1,0.5,2025-05-13T11:42:07,0.633044,1,Replay,0.5,2025-05-13T11:42:07,0.7281230000000001
285,0.121771,0,0.5,2025-05-13T11:42:07,0.172456,0,Normal,0.5,2025-05-13T11:42:07,0.142045
286,0.078585,0,0.5,2025-05-13T11:42:07,0.829554,1,DDoS,0.5,2025-05-13T11:42:07,0.37897260000000005
287,0.299488,0,0.5,2025-05-13T11:42:07,0.809019,1,Replay,0.5,2025-05-13T11:42:07,0.5033004000000001
288,0.666552,1,0.5,2025-05-13T11:42:07,0.035472,0,Normal,0.5,2025-05-13T11:42:07,0.41412
289,0.366839,0,0.5,2025-05-13T11:42:07,0.679009,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.491707
290,0.902929,1,0.5,2025-05-13T11:42:07,0.85483,1,Malware,0.5,2025-05-13T11:42:07,0.8836894
291,0.138354,0,0.5,2025-05-13T11:42:07,0.616642,1,Replay,0.5,2025-05-13T11:42:07,0.3296692
292,0.789954,1,0.5,2025-05-13T11:42:07,0.811956,1,Replay,0.5,2025-05-13T11:42:07,0.7987548
293,0.376056,0,0.5,2025-05-13T11:42:07,0.192054,0,Normal,0.5,2025-05-13T11:42:07,0.3024552
294,0.855782,1,0.5,2025-05-13T11:42:07,0.875,1,Malware,0.5,2025-05-13T11:42:07,0.8634691999999999
295,0.749367,1,0.5,2025-05-13T11:42:07,0.830915,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7819862
296,0.760274,1,0.5,2025-05-13T11:42:07,0.764489,1,DDoS,0.5,2025-05-13T11:42:07,0.76196
297,0.836511,1,0.5,2025-05-13T11:42:07,0.068499,0,Normal,0.5,2025-05-13T11:42:07,0.5293062
298,0.88018,1,0.5,2025-05-13T11:42:07,0.052884,0,Normal,0.5,2025-05-13T11:42:07,0.5492615999999999
299,0.918467,1,0.5,2025-05-13T11:42:07,0.862308,1,Malware,0.5,2025-05-13T11:42:07,0.8960034
300,0.625069,1,0.5,2025-05-13T11:42:07,0.06469,0,Normal,0.5,2025-05-13T11:42:07,0.4009174
301,0.002729,0,0.5,2025-05-13T11:42:07,0.834576,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.33546780000000004
302,0.713676,1,0.5,2025-05-13T11:42:07,0.572236,1,DDoS,0.5,2025-05-13T11:42:07,0.6571
303,0.871108,1,0.5,2025-05-13T11:42:07,0.808643,1,Replay,0.5,2025-05-13T11:42:07,0.8461219999999999
304,0.866559,1,0.5,2025-05-13T11:42:07,0.943179,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.897207
305,0.783034,1,0.5,2025-05-13T11:42:07,0.093959,0,Normal,0.5,2025-05-13T11:42:07,0.507404
306,0.237995,0,0.5,2025-05-13T11:42:07,0.029751,0,Normal,0.5,2025-05-13T11:42:07,0.1546974
307,0.826763,1,0.5,2025-05-13T11:42:07,0.040333,0,Normal,0.5,2025-05-13T11:42:07,0.512191
308,0.129997,0,0.5,2025-05-13T11:42:07,0.67466,1,Replay,0.5,2025-05-13T11:42:07,0.34786220000000007
309,0.14545,0,0.5,2025-05-13T11:42:07,0.079734,0,Normal,0.5,2025-05-13T11:42:07,0.11916360000000001
310,0.891681,1,0.5,2025-05-13T11:42:07,0.577716,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.766095
311,0.100903,0,0.5,2025-05-13T11:42:07,0.074399,0,Normal,0.5,2025-05-13T11:42:07,0.0903014
312,0.238443,0,0.5,2025-05-13T11:42:07,0.098267,0,Normal,0.5,2025-05-13T11:42:07,0.1823726
313,0.269002,0,0.5,2025-05-13T11:42:07,0.923874,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5309508000000001
314,0.053306,0,0.5,2025-05-13T11:42:07,0.868395,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.37934160000000006
315,0.12972,0,0.5,2025-05-13T11:42:07,0.80874,1,Replay,0.5,2025-05-13T11:42:07,0.401328
316,0.007102,0,0.5,2025-05-13T11:42:07,0.232676,0,Normal,0.5,2025-05-13T11:42:07,0.09733159999999999
317,0.885544,1,0.5,2025-05-13T11:42:07,0.720547,1,Malware,0.5,2025-05-13T11:42:07,0.8195452000000001
318,0.187316,0,0.5,2025-05-13T11:42:07,0.833312,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.44571440000000007
319,0.688289,1,0.5,2025-05-13T11:42:07,0.173258,0,Normal,0.5,2025-05-13T11:42:07,0.4822766
320,0.65358,1,0.5,2025-05-13T11:42:07,0.817965,1,Replay,0.5,2025-05-13T11:42:07,0.719334
321,0.778768,1,0.5,2025-05-13T11:42:07,0.526215,1,Replay,0.5,2025-05-13T11:42:07,0.6777468
322,0.275539,0,0.5,2025-05-13T11:42:07,0.133387,0,Normal,0.5,2025-05-13T11:42:07,0.2186782
323,0.874761,1,0.5,2025-05-13T11:42:07,0.380584,0,Normal,0.5,2025-05-13T11:42:07,0.6770902
324,0.770915,1,0.5,2025-05-13T11:42:07,0.6627,1,Malware,0.5,2025-05-13T11:42:07,0.727629
325,0.726873,1,0.5,2025-05-13T11:42:07,0.052423,0,Normal,0.5,2025-05-13T11:42:07,0.457093
326,0.710428,1,0.5,2025-05-13T11:42:07,0.224555,0,Normal,0.5,2025-05-13T11:42:07,0.5160788
327,0.882233,1,0.5,2025-05-13T11:42:07,0.763237,1,DDoS,0.5,2025-05-13T11:42:07,0.8346346
328,0.791286,1,0.5,2025-05-13T11:42:07,0.826399,1,Replay,0.5,2025-05-13T11:42:07,0.8053312
329,0.148932,0,0.5,2025-05-13T11:42:07,0.19355,0,Normal,0.5,2025-05-13T11:42:07,0.16677920000000002
330,0.817077,1,0.5,2025-05-13T11:42:07,0.856656,1,DDoS,0.5,2025-05-13T11:42:07,0.8329086000000001
331,0.013104,0,0.5,2025-05-13T11:42:07,0.033865,0,Normal,0.5,2025-05-13T11:42:07,0.0214084
332,0.830941,1,0.5,2025-05-13T11:42:07,0.100942,0,Normal,0.5,2025-05-13T11:42:07,0.5389414
333,0.775473,1,0.5,2025-05-13T11:42:07,0.749838,1,Malware,0.5,2025-05-13T11:42:07,0.765219
334,0.084548,0,0.5,2025-05-13T11:42:07,0.846227,1,DDoS,0.5,2025-05-13T11:42:07,0.3892196
335,0.710528,1,0.5,2025-05-13T11:42:07,0.026111,0,Normal,0.5,2025-05-13T11:42:07,0.4367612
336,0.350666,0,0.5,2025-05-13T11:42:07,0.08705,0,Normal,0.5,2025-05-13T11:42:07,0.24521959999999998
337,0.856941,1,0.5,2025-05-13T11:42:07,0.027558,0,Normal,0.5,2025-05-13T11:42:07,0.5251878
338,0.328024,0,0.5,2025-05-13T11:42:07,0.087918,0,Normal,0.5,2025-05-13T11:42:07,0.23198159999999998
339,0.881514,1,0.5,2025-05-13T11:42:07,0.875767,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8792152
340,0.321634,0,0.5,2025-05-13T11:42:07,0.83527,1,DDoS,0.5,2025-05-13T11:42:07,0.5270884
341,0.776089,1,0.5,2025-05-13T11:42:07,0.887002,1,Replay,0.5,2025-05-13T11:42:07,0.8204542
342,0.880233,1,0.5,2025-05-13T11:42:07,0.782182,1,Replay,0.5,2025-05-13T11:42:07,0.8410126000000001
343,0.828794,1,0.5,2025-05-13T11:42:07,0.143527,0,Normal,0.5,2025-05-13T11:42:07,0.5546872
344,0.802912,1,0.5,2025-05-13T11:42:07,0.349336,0,Normal,0.5,2025-05-13T11:42:07,0.6214816
345,0.808395,1,0.5,2025-05-13T11:42:07,0.87482,1,Malware,0.5,2025-05-13T11:42:07,0.834965
346,0.745912,1,0.5,2025-05-13T11:42:07,0.040343,0,Normal,0.5,2025-05-13T11:42:07,0.4636844
347,0.219707,0,0.5,2025-05-13T11:42:07,0.808672,1,Malware,0.5,2025-05-13T11:42:07,0.455293
348,0.800008,1,0.5,2025-05-13T11:42:07,0.854536,1,Replay,0.5,2025-05-13T11:42:07,0.8218192
349,0.035479,0,0.5,2025-05-13T11:42:07,0.726744,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.311985
350,0.756066,1,0.5,2025-05-13T11:42:07,0.91997,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8216276
351,0.239799,0,0.5,2025-05-13T11:42:07,0.045177,0,Normal,0.5,2025-05-13T11:42:07,0.1619502
352,0.79928,1,0.5,2025-05-13T11:42:07,0.87336,1,Malware,0.5,2025-05-13T11:42:07,0.8289120000000001
353,0.82574,1,0.5,2025-05-13T11:42:07,0.09603,0,Normal,0.5,2025-05-13T11:42:07,0.533856
354,0.736652,1,0.5,2025-05-13T11:42:07,0.821227,1,Malware,0.5,2025-05-13T11:42:07,0.770482
355,0.722446,1,0.5,2025-05-13T11:42:07,0.219074,0,Normal,0.5,2025-05-13T11:42:07,0.5210972
356,0.782382,1,0.5,2025-05-13T11:42:07,0.122701,0,Normal,0.5,2025-05-13T11:42:07,0.5185096
357,0.80557,1,0.5,2025-05-13T11:42:07,0.841587,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8199768000000001
358,0.848597,1,0.5,2025-05-13T11:42:07,0.089601,0,Normal,0.5,2025-05-13T11:42:07,0.5449986
359,0.810307,1,0.5,2025-05-13T11:42:07,0.260059,0,Normal,0.5,2025-05-13T11:42:07,0.5902078
360,0.861321,1,0.5,2025-05-13T11:42:07,0.036589,0,Normal,0.5,2025-05-13T11:42:07,0.5314281999999999
361,0.261523,0,0.5,2025-05-13T11:42:07,0.844753,1,Replay,0.5,2025-05-13T11:42:07,0.494815
362,0.070713,0,0.5,2025-05-13T11:42:07,0.21061,0,Normal,0.5,2025-05-13T11:42:07,0.1266718
363,0.145012,0,0.5,2025-05-13T11:42:07,0.096249,0,Normal,0.5,2025-05-13T11:42:07,0.1255068
364,0.720446,1,0.5,2025-05-13T11:42:07,0.831403,1,Malware,0.5,2025-05-13T11:42:07,0.7648288000000001
365,0.062773,0,0.5,2025-05-13T11:42:07,0.826977,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.36845459999999997
366,0.659039,1,0.5,2025-05-13T11:42:07,0.203655,0,Normal,0.5,2025-05-13T11:42:07,0.4768854
367,0.776573,1,0.5,2025-05-13T11:42:07,0.820125,1,DDoS,0.5,2025-05-13T11:42:07,0.7939938
368,0.152211,0,0.5,2025-05-13T11:42:07,0.793392,1,Replay,0.5,2025-05-13T11:42:07,0.40868340000000003
369,0.873849,1,0.5,2025-05-13T11:42:07,0.813122,1,Replay,0.5,2025-05-13T11:42:07,0.8495581999999999
370,0.872233,1,0.5,2025-05-13T11:42:07,0.820854,1,DDoS,0.5,2025-05-13T11:42:07,0.8516814
371,0.046325,0,0.5,2025-05-13T11:42:07,0.005598,0,Normal,0.5,2025-05-13T11:42:07,0.030034199999999997
372,0.195751,0,0.5,2025-05-13T11:42:07,0.091303,0,Normal,0.5,2025-05-13T11:42:07,0.1539718
373,0.072707,0,0.5,2025-05-13T11:42:07,0.164758,0,Normal,0.5,2025-05-13T11:42:07,0.1095274
374,0.317715,0,0.5,2025-05-13T11:42:07,0.944761,1,Replay,0.5,2025-05-13T11:42:07,0.5685334000000001
375,0.433574,0,0.5,2025-05-13T11:42:07,0.142372,0,Normal,0.5,2025-05-13T11:42:07,0.3170932
376,0.880465,1,0.5,2025-05-13T11:42:07,0.814271,1,DDoS,0.5,2025-05-13T11:42:07,0.8539874000000001
377,0.196645,0,0.5,2025-05-13T11:42:07,0.759528,1,DDoS,0.5,2025-05-13T11:42:07,0.4217982
378,0.235226,0,0.5,2025-05-13T11:42:07,0.912805,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5062576
379,0.863465,1,0.5,2025-05-13T11:42:07,0.332636,0,Normal,0.5,2025-05-13T11:42:07,0.6511334
380,0.802348,1,0.5,2025-05-13T11:42:07,0.807207,1,DDoS,0.5,2025-05-13T11:42:07,0.8042916
381,0.843949,1,0.5,2025-05-13T11:42:07,0.181915,0,Normal,0.5,2025-05-13T11:42:07,0.5791354
382,0.737607,1,0.5,2025-05-13T11:42:07,0.870696,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7908426000000001
383,0.920699,1,0.5,2025-05-13T11:42:07,0.107471,0,Normal,0.5,2025-05-13T11:42:07,0.5954078
384,0.179515,0,0.5,2025-05-13T11:42:07,0.916803,1,Replay,0.5,2025-05-13T11:42:07,0.4744302
385,0.863205,1,0.5,2025-05-13T11:42:07,0.732666,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8109894
386,0.895316,1,0.5,2025-05-13T11:42:07,0.76902,1,DDoS,0.5,2025-05-13T11:42:07,0.8447975999999999
387,0.878763,1,0.5,2025-05-13T11:42:07,0.134389,0,Normal,0.5,2025-05-13T11:42:07,0.5810134
388,0.051827,0,0.5,2025-05-13T11:42:07,0.843982,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.36868900000000004
389,0.767337,1,0.5,2025-05-13T11:42:07,0.933021,1,DDoS,0.5,2025-05-13T11:42:07,0.8336106
390,0.798743,1,0.5,2025-05-13T11:42:07,0.056865,0,Normal,0.5,2025-05-13T11:42:07,0.5019918
391,0.321356,0,0.5,2025-05-13T11:42:07,0.750183,1,Replay,0.5,2025-05-13T11:42:07,0.4928868
392,0.725261,1,0.5,2025-05-13T11:42:07,0.50602,1,Replay,0.5,2025-05-13T11:42:07,0.6375646
393,0.849529,1,0.5,2025-05-13T11:42:07,0.174794,0,Normal,0.5,2025-05-13T11:42:07,0.579635
394,0.07956,0,0.5,2025-05-13T11:42:07,0.802695,1,Malware,0.5,2025-05-13T11:42:07,0.36881400000000003
395,0.627626,1,0.5,2025-05-13T11:42:07,0.832706,1,DDoS,0.5,2025-05-13T11:42:07,0.709658
396,0.749241,1,0.5,2025-05-13T11:42:07,0.10414,0,Normal,0.5,2025-05-13T11:42:07,0.4912006
397,0.072625,0,0.5,2025-05-13T11:42:07,0.188059,0,Normal,0.5,2025-05-13T11:42:07,0.1187986
398,0.654144,1,0.5,2025-05-13T11:42:07,0.689318,1,Malware,0.5,2025-05-13T11:42:07,0.6682136
399,0.114386,0,0.5,2025-05-13T11:42:07,0.73481,1,DDoS,0.5,2025-05-13T11:42:07,0.36255560000000003
400,0.15775,0,0.5,2025-05-13T11:42:07,0.11476,0,Normal,0.5,2025-05-13T11:42:07,0.140554
401,0.791912,1,0.5,2025-05-13T11:42:07,0.935506,1,Malware,0.5,2025-05-13T11:42:07,0.8493495999999999
402,0.788362,1,0.5,2025-05-13T11:42:07,0.11872,0,Normal,0.5,2025-05-13T11:42:07,0.5205052
403,0.167292,0,0.5,2025-05-13T11:42:07,0.822196,1,Replay,0.5,2025-05-13T11:42:07,0.4292536
404,0.903851,1,0.5,2025-05-13T11:42:07,0.679192,1,Replay,0.5,2025-05-13T11:42:07,0.8139874
405,0.824808,1,0.5,2025-05-13T11:42:07,0.065664,0,Normal,0.5,2025-05-13T11:42:07,0.5211504
406,0.052253,0,0.5,2025-05-13T11:42:07,0.678514,1,DDoS,0.5,2025-05-13T11:42:07,0.30275739999999995
407,0.736704,1,0.5,2025-05-13T11:42:07,0.04751,0,Normal,0.5,2025-05-13T11:42:07,0.4610264
408,0.084761,0,0.5,2025-05-13T11:42:07,0.046293,0,Normal,0.5,2025-05-13T11:42:07,0.0693738
409,0.728535,1,0.5,2025-05-13T11:42:07,0.131026,0,Normal,0.5,2025-05-13T11:42:07,0.48953140000000006
410,0.890634,1,0.5,2025-05-13T11:42:07,0.730367,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8265271999999999
411,0.840742,1,0.5,2025-05-13T11:42:07,0.832261,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8373496
412,0.211468,0,0.5,2025-05-13T11:42:07,0.898922,1,Malware,0.5,2025-05-13T11:42:07,0.48644960000000004
413,0.876106,1,0.5,2025-05-13T11:42:07,0.849637,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8655184
414,0.101074,0,0.5,2025-05-13T11:42:07,0.758071,1,DDoS,0.5,2025-05-13T11:42:07,0.36387280000000005
415,0.054411,0,0.5,2025-05-13T11:42:07,0.854331,1,DDoS,0.5,2025-05-13T11:42:07,0.374379
416,0.100159,0,0.5,2025-05-13T11:42:07,0.03073,0,Normal,0.5,2025-05-13T11:42:07,0.07238739999999999
417,0.699749,1,0.5,2025-05-13T11:42:07,0.021182,0,Normal,0.5,2025-05-13T11:42:07,0.4283222
418,0.351072,0,0.5,2025-05-13T11:42:07,0.873448,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5600224
419,0.754954,1,0.5,2025-05-13T11:42:07,0.13618,0,Normal,0.5,2025-05-13T11:42:07,0.5074444
420,0.776015,1,0.5,2025-05-13T11:42:07,0.322999,0,Normal,0.5,2025-05-13T11:42:07,0.5948086
421,0.212143,0,0.5,2025-05-13T11:42:07,0.805731,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.44957820000000004
422,0.13125,0,0.5,2025-05-13T11:42:07,0.070804,0,Normal,0.5,2025-05-13T11:42:07,0.1070716
423,0.013908,0,0.5,2025-05-13T11:42:07,0.753527,1,DDoS,0.5,2025-05-13T11:42:07,0.30975559999999996
424,0.719011,1,0.5,2025-05-13T11:42:07,0.838857,1,DDoS,0.5,2025-05-13T11:42:07,0.7669494
425,0.838591,1,0.5,2025-05-13T11:42:07,0.106943,0,Normal,0.5,2025-05-13T11:42:07,0.5459318
426,0.053921,0,0.5,2025-05-13T11:42:07,0.032747,0,Normal,0.5,2025-05-13T11:42:07,0.045451399999999996
427,0.73505,1,0.5,2025-05-13T11:42:07,0.068947,0,Normal,0.5,2025-05-13T11:42:07,0.4686088
428,0.050717,0,0.5,2025-05-13T11:42:07,0.107721,0,Normal,0.5,2025-05-13T11:42:07,0.07351859999999999
429,0.902855,1,0.5,2025-05-13T11:42:07,0.237113,0,Normal,0.5,2025-05-13T11:42:07,0.6365582
430,0.847618,1,0.5,2025-05-13T11:42:07,0.105296,0,Normal,0.5,2025-05-13T11:42:07,0.5506892
431,0.761295,1,0.5,2025-05-13T11:42:07,0.814946,1,Malware,0.5,2025-05-13T11:42:07,0.7827554
432,0.823051,1,0.5,2025-05-13T11:42:07,0.531068,1,DDoS,0.5,2025-05-13T11:42:07,0.7062577999999999
433,0.88016,1,0.5,2025-05-13T11:42:07,0.818451,1,Replay,0.5,2025-05-13T11:42:07,0.8554764
434,0.269476,0,0.5,2025-05-13T11:42:07,0.866342,1,Malware,0.5,2025-05-13T11:42:07,0.5082224
435,0.032093,0,0.5,2025-05-13T11:42:07,0.847871,1,Replay,0.5,2025-05-13T11:42:07,0.3584042
436,0.097711,0,0.5,2025-05-13T11:42:07,0.17316,0,Normal,0.5,2025-05-13T11:42:07,0.12789060000000002
437,0.835498,1,0.5,2025-05-13T11:42:07,0.683279,1,Malware,0.5,2025-05-13T11:42:07,0.7746103999999999
438,0.903535,1,0.5,2025-05-13T11:42:07,0.769714,1,Replay,0.5,2025-05-13T11:42:07,0.8500066
439,0.7412,1,0.5,2025-05-13T11:42:07,0.117593,0,Normal,0.5,2025-05-13T11:42:07,0.49175719999999995
440,0.86379,1,0.5,2025-05-13T11:42:07,0.879215,1,Malware,0.5,2025-05-13T11:42:07,0.8699599999999998
441,0.049973,0,0.5,2025-05-13T11:42:07,0.032157,0,Normal,0.5,2025-05-13T11:42:07,0.0428466
442,0.810844,1,0.5,2025-05-13T11:42:07,0.121873,0,Normal,0.5,2025-05-13T11:42:07,0.5352556
443,0.220641,0,0.5,2025-05-13T11:42:07,0.738437,1,DDoS,0.5,2025-05-13T11:42:07,0.4277594
444,0.056356,0,0.5,2025-05-13T11:42:07,0.248959,0,Normal,0.5,2025-05-13T11:42:07,0.1333972
445,0.742257,1,0.5,2025-05-13T11:42:07,0.685203,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7194354000000001
446,0.644879,1,0.5,2025-05-13T11:42:07,0.120925,0,Normal,0.5,2025-05-13T11:42:07,0.4352974
447,0.830961,1,0.5,2025-05-13T11:42:07,0.314252,0,Normal,0.5,2025-05-13T11:42:07,0.6242774
448,0.092098,0,0.5,2025-05-13T11:42:07,0.859919,1,Replay,0.5,2025-05-13T11:42:07,0.39922640000000004
