window_id,ai_anomaly_score,ai_alert_flag,alert_threshold_x,pipeline_run_id_x,network_anomaly_score,ids_alert_flag,predicted_attack_type,alert_threshold_y,pipeline_run_id_y,fused_score,risk_score,severity_level
192,0.065158,0,0.5,2025-05-13T11:42:07,0.732421,1,Replay,0.5,2025-05-13T11:42:07,0.3320632,0.3320632,Medium
193,0.712815,1,0.5,2025-05-13T11:42:07,0.929642,1,Replay,0.5,2025-05-13T11:42:07,0.7995458,0.7995458,Critical
194,0.171866,0,0.5,2025-05-13T11:42:07,0.323005,0,Normal,0.5,2025-05-13T11:42:07,0.2323216,0.2323216,Low
195,0.107098,0,0.5,2025-05-13T11:42:07,0.653901,1,Malware,0.5,2025-05-13T11:42:07,0.3258192,0.3258192,Medium
196,0.800576,1,0.5,2025-05-13T11:42:07,0.038546,0,Normal,0.5,2025-05-13T11:42:07,0.4957639999999999,0.4957639999999999,Medium
197,0.813057,1,0.5,2025-05-13T11:42:07,0.624128,1,DDoS,0.5,2025-05-13T11:42:07,0.7374854,0.7374854,Critical
198,0.218187,0,0.5,2025-05-13T11:42:07,0.870257,1,DDoS,0.5,2025-05-13T11:42:07,0.4790149999999999,0.4790149999999999,Medium
199,0.032848,0,0.5,2025-05-13T11:42:07,0.870494,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3679064,0.3679064,Medium
200,0.740571,1,0.5,2025-05-13T11:42:07,0.240629,0,Normal,0.5,2025-05-13T11:42:07,0.5405942,0.5405942,Medium
201,0.544658,1,0.5,2025-05-13T11:42:07,0.789953,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.642776,0.642776,Medium
202,0.655164,1,0.5,2025-05-13T11:42:07,0.857025,1,DDoS,0.5,2025-05-13T11:42:07,0.7359084,0.7359084,Critical
203,0.246922,0,0.5,2025-05-13T11:42:07,0.853018,1,Replay,0.5,2025-05-13T11:42:07,0.4893604,0.4893604,Medium
204,0.19841,0,0.5,2025-05-13T11:42:07,0.928464,1,Replay,0.5,2025-05-13T11:42:07,0.4904315999999999,0.4904315999999999,Medium
205,0.120442,0,0.5,2025-05-13T11:42:07,0.17509,0,Normal,0.5,2025-05-13T11:42:07,0.1423012,0.1423012,Low
206,0.006924,0,0.5,2025-05-13T11:42:07,0.935383,1,Malware,0.5,2025-05-13T11:42:07,0.3783076,0.3783076,Medium
207,0.660268,1,0.5,2025-05-13T11:42:07,0.125362,0,Normal,0.5,2025-05-13T11:42:07,0.4463055999999999,0.4463055999999999,Medium
208,0.131808,0,0.5,2025-05-13T11:42:07,0.839144,1,DDoS,0.5,2025-05-13T11:42:07,0.4147424,0.4147424,Medium
209,0.77895,1,0.5,2025-05-13T11:42:07,0.819116,1,Replay,0.5,2025-05-13T11:42:07,0.7950164,0.7950164,Critical
210,0.708686,1,0.5,2025-05-13T11:42:07,0.837202,1,Replay,0.5,2025-05-13T11:42:07,0.7600924,0.7600924,Critical
211,0.85193,1,0.5,2025-05-13T11:42:07,0.084593,0,Normal,0.5,2025-05-13T11:42:07,0.5449952,0.5449952,Medium
212,0.030562,0,0.5,2025-05-13T11:42:07,0.735305,1,Malware,0.5,2025-05-13T11:42:07,0.3124592,0.3124592,Medium
213,0.750642,1,0.5,2025-05-13T11:42:07,0.356674,0,Normal,0.5,2025-05-13T11:42:07,0.5930548,0.5930548,Medium
214,0.800921,1,0.5,2025-05-13T11:42:07,0.044066,0,Normal,0.5,2025-05-13T11:42:07,0.498179,0.498179,Medium
215,0.870842,1,0.5,2025-05-13T11:42:07,0.773424,1,Malware,0.5,2025-05-13T11:42:07,0.8318748,0.8318748,Critical
216,0.383349,0,0.5,2025-05-13T11:42:07,0.189528,0,Normal,0.5,2025-05-13T11:42:07,0.3058206,0.3058206,Medium
217,0.191672,0,0.5,2025-05-13T11:42:07,0.193365,0,Normal,0.5,2025-05-13T11:42:07,0.1923492,0.1923492,Low
218,0.877509,1,0.5,2025-05-13T11:42:07,0.768524,1,Replay,0.5,2025-05-13T11:42:07,0.833915,0.833915,Critical
219,0.245648,0,0.5,2025-05-13T11:42:07,0.179695,0,Normal,0.5,2025-05-13T11:42:07,0.2192667999999999,0.2192667999999999,Low
220,0.197057,0,0.5,2025-05-13T11:42:07,0.65808,1,Malware,0.5,2025-05-13T11:42:07,0.3814662,0.3814662,Medium
221,0.790674,1,0.5,2025-05-13T11:42:07,0.07365,0,Normal,0.5,2025-05-13T11:42:07,0.5038644,0.5038644,Medium
222,0.755984,1,0.5,2025-05-13T11:42:07,0.045346,0,Normal,0.5,2025-05-13T11:42:07,0.4717287999999999,0.4717287999999999,Medium
223,0.753111,1,0.5,2025-05-13T11:42:07,0.210967,0,Normal,0.5,2025-05-13T11:42:07,0.5362534,0.5362534,Medium
224,0.371123,0,0.5,2025-05-13T11:42:07,0.041128,0,Normal,0.5,2025-05-13T11:42:07,0.2391249999999999,0.2391249999999999,Low
225,0.748497,1,0.5,2025-05-13T11:42:07,0.850167,1,DDoS,0.5,2025-05-13T11:42:07,0.7891649999999999,0.7891649999999999,Critical
226,0.045008,0,0.5,2025-05-13T11:42:07,0.749637,1,Malware,0.5,2025-05-13T11:42:07,0.3268596,0.3268596,Medium
227,0.698804,1,0.5,2025-05-13T11:42:07,0.825894,1,DDoS,0.5,2025-05-13T11:42:07,0.7496400000000001,0.7496400000000001,Critical
228,0.84233,1,0.5,2025-05-13T11:42:07,0.753175,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.806668,0.806668,Critical
229,0.24778,0,0.5,2025-05-13T11:42:07,0.860706,1,Replay,0.5,2025-05-13T11:42:07,0.4929504,0.4929504,Medium
230,0.29205,0,0.5,2025-05-13T11:42:07,0.399425,0,Normal,0.5,2025-05-13T11:42:07,0.3349999999999999,0.3349999999999999,Medium
231,0.134759,0,0.5,2025-05-13T11:42:07,0.050069,0,Normal,0.5,2025-05-13T11:42:07,0.100883,0.100883,Low
232,0.928174,1,0.5,2025-05-13T11:42:07,0.222303,0,Normal,0.5,2025-05-13T11:42:07,0.6458256,0.6458256,Medium
233,0.806232,1,0.5,2025-05-13T11:42:07,0.12213,0,Normal,0.5,2025-05-13T11:42:07,0.5325911999999999,0.5325911999999999,Medium
234,0.641196,1,0.5,2025-05-13T11:42:07,0.061206,0,Normal,0.5,2025-05-13T11:42:07,0.4092,0.4092,Medium
235,0.865936,1,0.5,2025-05-13T11:42:07,0.760952,1,Replay,0.5,2025-05-13T11:42:07,0.8239424,0.8239424,Critical
236,0.685473,1,0.5,2025-05-13T11:42:07,0.021324,0,Normal,0.5,2025-05-13T11:42:07,0.4198134,0.4198134,Medium
237,0.816601,1,0.5,2025-05-13T11:42:07,0.706019,1,DDoS,0.5,2025-05-13T11:42:07,0.7723682,0.7723682,Critical
238,0.363647,0,0.5,2025-05-13T11:42:07,0.915828,1,Replay,0.5,2025-05-13T11:42:07,0.5845194,0.5845194,Medium
239,0.126228,0,0.5,2025-05-13T11:42:07,0.1842,0,Normal,0.5,2025-05-13T11:42:07,0.1494168,0.1494168,Low
240,0.703115,1,0.5,2025-05-13T11:42:07,0.874901,1,Malware,0.5,2025-05-13T11:42:07,0.7718294000000001,0.7718294000000001,Critical
241,0.718863,1,0.5,2025-05-13T11:42:07,0.860481,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7755102,0.7755102,Critical
242,0.063225,0,0.5,2025-05-13T11:42:07,0.879089,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3895706,0.3895706,Medium
243,0.792131,1,0.5,2025-05-13T11:42:07,0.823608,1,DDoS,0.5,2025-05-13T11:42:07,0.8047218,0.8047218,Critical
244,0.770103,1,0.5,2025-05-13T11:42:07,0.052764,0,Normal,0.5,2025-05-13T11:42:07,0.4831673999999999,0.4831673999999999,Medium
245,0.73789,1,0.5,2025-05-13T11:42:07,0.030358,0,Normal,0.5,2025-05-13T11:42:07,0.4548772,0.4548772,Medium
246,0.806754,1,0.5,2025-05-13T11:42:07,0.281831,0,Normal,0.5,2025-05-13T11:42:07,0.5967848,0.5967848,Medium
247,0.261667,0,0.5,2025-05-13T11:42:07,0.853683,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4984734,0.4984734,Medium
248,0.040819,0,0.5,2025-05-13T11:42:07,0.887625,1,Malware,0.5,2025-05-13T11:42:07,0.3795414,0.3795414,Medium
249,0.064123,0,0.5,2025-05-13T11:42:07,0.103853,0,Normal,0.5,2025-05-13T11:42:07,0.080015,0.080015,Low
250,0.829004,1,0.5,2025-05-13T11:42:07,0.059326,0,Normal,0.5,2025-05-13T11:42:07,0.5211328,0.5211328,Medium
251,0.854474,1,0.5,2025-05-13T11:42:07,0.843684,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.850158,0.850158,Critical
252,0.929443,1,0.5,2025-05-13T11:42:07,0.184765,0,Normal,0.5,2025-05-13T11:42:07,0.6315718,0.6315718,Medium
253,0.216392,0,0.5,2025-05-13T11:42:07,0.788861,1,Replay,0.5,2025-05-13T11:42:07,0.4453796,0.4453796,Medium
254,0.197544,0,0.5,2025-05-13T11:42:07,0.867491,1,DDoS,0.5,2025-05-13T11:42:07,0.4655228,0.4655228,Medium
255,0.629685,1,0.5,2025-05-13T11:42:07,0.720323,1,DDoS,0.5,2025-05-13T11:42:07,0.6659402000000001,0.6659402000000001,Medium
256,0.870125,1,0.5,2025-05-13T11:42:07,0.261594,0,Normal,0.5,2025-05-13T11:42:07,0.6267126,0.6267126,Medium
257,0.027888,0,0.5,2025-05-13T11:42:07,0.766278,1,Replay,0.5,2025-05-13T11:42:07,0.323244,0.323244,Medium
258,0.149833,0,0.5,2025-05-13T11:42:07,0.868012,1,Replay,0.5,2025-05-13T11:42:07,0.4371046,0.4371046,Medium
259,0.885755,1,0.5,2025-05-13T11:42:07,0.930269,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.9035606,0.9035606,Critical
260,0.109535,0,0.5,2025-05-13T11:42:07,0.921674,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4343906,0.4343906,Medium
261,0.794592,1,0.5,2025-05-13T11:42:07,0.175281,0,Normal,0.5,2025-05-13T11:42:07,0.5468675999999999,0.5468675999999999,Medium
262,0.067795,0,0.5,2025-05-13T11:42:07,0.745887,1,DDoS,0.5,2025-05-13T11:42:07,0.3390318,0.3390318,Medium
263,0.053714,0,0.5,2025-05-13T11:42:07,0.845729,1,Replay,0.5,2025-05-13T11:42:07,0.37052,0.37052,Medium
264,0.731322,1,0.5,2025-05-13T11:42:07,0.157463,0,Normal,0.5,2025-05-13T11:42:07,0.5017784,0.5017784,Medium
265,0.12989,0,0.5,2025-05-13T11:42:07,0.444216,0,Normal,0.5,2025-05-13T11:42:07,0.2556204,0.2556204,Low
266,0.249575,0,0.5,2025-05-13T11:42:07,0.904632,1,Malware,0.5,2025-05-13T11:42:07,0.5115978,0.5115978,Medium
267,0.068147,0,0.5,2025-05-13T11:42:07,0.178416,0,Normal,0.5,2025-05-13T11:42:07,0.1122546,0.1122546,Low
268,0.175027,0,0.5,2025-05-13T11:42:07,0.769274,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4127258,0.4127258,Medium
269,0.124383,0,0.5,2025-05-13T11:42:07,0.915378,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.440781,0.440781,Medium
270,0.145074,0,0.5,2025-05-13T11:42:07,0.854251,1,DDoS,0.5,2025-05-13T11:42:07,0.4287448,0.4287448,Medium
271,0.056392,0,0.5,2025-05-13T11:42:07,0.876352,1,Malware,0.5,2025-05-13T11:42:07,0.384376,0.384376,Medium
272,0.09325,0,0.5,2025-05-13T11:42:07,0.068394,0,Normal,0.5,2025-05-13T11:42:07,0.0833076,0.0833076,Low
273,0.813002,1,0.5,2025-05-13T11:42:07,0.060757,0,Normal,0.5,2025-05-13T11:42:07,0.512104,0.512104,Medium
274,0.669402,1,0.5,2025-05-13T11:42:07,0.706716,1,DDoS,0.5,2025-05-13T11:42:07,0.6843276,0.6843276,Medium
275,0.13885,0,0.5,2025-05-13T11:42:07,0.743343,1,Malware,0.5,2025-05-13T11:42:07,0.3806472,0.3806472,Medium
276,0.054902,0,0.5,2025-05-13T11:42:07,0.028612,0,Normal,0.5,2025-05-13T11:42:07,0.0443859999999999,0.0443859999999999,Low
277,0.854209,1,0.5,2025-05-13T11:42:07,0.85648,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8551174,0.8551174,Critical
278,0.902813,1,0.5,2025-05-13T11:42:07,0.798547,1,Malware,0.5,2025-05-13T11:42:07,0.8611065999999999,0.8611065999999999,Critical
279,0.80189,1,0.5,2025-05-13T11:42:07,0.849238,1,DDoS,0.5,2025-05-13T11:42:07,0.8208291999999999,0.8208291999999999,Critical
280,0.157396,0,0.5,2025-05-13T11:42:07,0.871951,1,Replay,0.5,2025-05-13T11:42:07,0.443218,0.443218,Medium
281,0.596184,1,0.5,2025-05-13T11:42:07,0.694646,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.6355688,0.6355688,Medium
282,0.01553,0,0.5,2025-05-13T11:42:07,0.823513,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3387232,0.3387232,Medium
283,0.334975,0,0.5,2025-05-13T11:42:07,0.062377,0,Normal,0.5,2025-05-13T11:42:07,0.2259358,0.2259358,Low
284,0.791509,1,0.5,2025-05-13T11:42:07,0.633044,1,Replay,0.5,2025-05-13T11:42:07,0.7281230000000001,0.7281230000000001,Critical
285,0.121771,0,0.5,2025-05-13T11:42:07,0.172456,0,Normal,0.5,2025-05-13T11:42:07,0.142045,0.142045,Low
286,0.078585,0,0.5,2025-05-13T11:42:07,0.829554,1,DDoS,0.5,2025-05-13T11:42:07,0.3789726,0.3789726,Medium
287,0.299488,0,0.5,2025-05-13T11:42:07,0.809019,1,Replay,0.5,2025-05-13T11:42:07,0.5033004000000001,0.5033004000000001,Medium
288,0.666552,1,0.5,2025-05-13T11:42:07,0.035472,0,Normal,0.5,2025-05-13T11:42:07,0.41412,0.41412,Medium
289,0.366839,0,0.5,2025-05-13T11:42:07,0.679009,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.491707,0.491707,Medium
290,0.902929,1,0.5,2025-05-13T11:42:07,0.85483,1,Malware,0.5,2025-05-13T11:42:07,0.8836894,0.8836894,Critical
291,0.138354,0,0.5,2025-05-13T11:42:07,0.616642,1,Replay,0.5,2025-05-13T11:42:07,0.3296692,0.3296692,Medium
292,0.789954,1,0.5,2025-05-13T11:42:07,0.811956,1,Replay,0.5,2025-05-13T11:42:07,0.7987548,0.7987548,Critical
293,0.376056,0,0.5,2025-05-13T11:42:07,0.192054,0,Normal,0.5,2025-05-13T11:42:07,0.3024552,0.3024552,Medium
294,0.855782,1,0.5,2025-05-13T11:42:07,0.875,1,Malware,0.5,2025-05-13T11:42:07,0.8634691999999999,0.8634691999999999,Critical
295,0.749367,1,0.5,2025-05-13T11:42:07,0.830915,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7819862,0.7819862,Critical
296,0.760274,1,0.5,2025-05-13T11:42:07,0.764489,1,DDoS,0.5,2025-05-13T11:42:07,0.76196,0.76196,Critical
297,0.836511,1,0.5,2025-05-13T11:42:07,0.068499,0,Normal,0.5,2025-05-13T11:42:07,0.5293062,0.5293062,Medium
298,0.88018,1,0.5,2025-05-13T11:42:07,0.052884,0,Normal,0.5,2025-05-13T11:42:07,0.5492615999999999,0.5492615999999999,Medium
299,0.918467,1,0.5,2025-05-13T11:42:07,0.862308,1,Malware,0.5,2025-05-13T11:42:07,0.8960034,0.8960034,Critical
300,0.625069,1,0.5,2025-05-13T11:42:07,0.06469,0,Normal,0.5,2025-05-13T11:42:07,0.4009174,0.4009174,Medium
301,0.002729,0,0.5,2025-05-13T11:42:07,0.834576,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3354678,0.3354678,Medium
302,0.713676,1,0.5,2025-05-13T11:42:07,0.572236,1,DDoS,0.5,2025-05-13T11:42:07,0.6571,0.6571,Medium
303,0.871108,1,0.5,2025-05-13T11:42:07,0.808643,1,Replay,0.5,2025-05-13T11:42:07,0.8461219999999999,0.8461219999999999,Critical
304,0.866559,1,0.5,2025-05-13T11:42:07,0.943179,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.897207,0.897207,Critical
305,0.783034,1,0.5,2025-05-13T11:42:07,0.093959,0,Normal,0.5,2025-05-13T11:42:07,0.507404,0.507404,Medium
306,0.237995,0,0.5,2025-05-13T11:42:07,0.029751,0,Normal,0.5,2025-05-13T11:42:07,0.1546974,0.1546974,Low
307,0.826763,1,0.5,2025-05-13T11:42:07,0.040333,0,Normal,0.5,2025-05-13T11:42:07,0.512191,0.512191,Medium
308,0.129997,0,0.5,2025-05-13T11:42:07,0.67466,1,Replay,0.5,2025-05-13T11:42:07,0.3478622,0.3478622,Medium
309,0.14545,0,0.5,2025-05-13T11:42:07,0.079734,0,Normal,0.5,2025-05-13T11:42:07,0.1191636,0.1191636,Low
310,0.891681,1,0.5,2025-05-13T11:42:07,0.577716,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.766095,0.766095,Critical
311,0.100903,0,0.5,2025-05-13T11:42:07,0.074399,0,Normal,0.5,2025-05-13T11:42:07,0.0903014,0.0903014,Low
312,0.238443,0,0.5,2025-05-13T11:42:07,0.098267,0,Normal,0.5,2025-05-13T11:42:07,0.1823726,0.1823726,Low
313,0.269002,0,0.5,2025-05-13T11:42:07,0.923874,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5309508000000001,0.5309508000000001,Medium
314,0.053306,0,0.5,2025-05-13T11:42:07,0.868395,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3793416,0.3793416,Medium
315,0.12972,0,0.5,2025-05-13T11:42:07,0.80874,1,Replay,0.5,2025-05-13T11:42:07,0.401328,0.401328,Medium
316,0.007102,0,0.5,2025-05-13T11:42:07,0.232676,0,Normal,0.5,2025-05-13T11:42:07,0.0973315999999999,0.0973315999999999,Low
317,0.885544,1,0.5,2025-05-13T11:42:07,0.720547,1,Malware,0.5,2025-05-13T11:42:07,0.8195452000000001,0.8195452000000001,Critical
318,0.187316,0,0.5,2025-05-13T11:42:07,0.833312,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.4457144,0.4457144,Medium
319,0.688289,1,0.5,2025-05-13T11:42:07,0.173258,0,Normal,0.5,2025-05-13T11:42:07,0.4822766,0.4822766,Medium
320,0.65358,1,0.5,2025-05-13T11:42:07,0.817965,1,Replay,0.5,2025-05-13T11:42:07,0.719334,0.719334,Critical
321,0.778768,1,0.5,2025-05-13T11:42:07,0.526215,1,Replay,0.5,2025-05-13T11:42:07,0.6777468,0.6777468,Medium
322,0.275539,0,0.5,2025-05-13T11:42:07,0.133387,0,Normal,0.5,2025-05-13T11:42:07,0.2186782,0.2186782,Low
323,0.874761,1,0.5,2025-05-13T11:42:07,0.380584,0,Normal,0.5,2025-05-13T11:42:07,0.6770902,0.6770902,Medium
324,0.770915,1,0.5,2025-05-13T11:42:07,0.6627,1,Malware,0.5,2025-05-13T11:42:07,0.727629,0.727629,Critical
325,0.726873,1,0.5,2025-05-13T11:42:07,0.052423,0,Normal,0.5,2025-05-13T11:42:07,0.457093,0.457093,Medium
326,0.710428,1,0.5,2025-05-13T11:42:07,0.224555,0,Normal,0.5,2025-05-13T11:42:07,0.5160788,0.5160788,Medium
327,0.882233,1,0.5,2025-05-13T11:42:07,0.763237,1,DDoS,0.5,2025-05-13T11:42:07,0.8346346,0.8346346,Critical
328,0.791286,1,0.5,2025-05-13T11:42:07,0.826399,1,Replay,0.5,2025-05-13T11:42:07,0.8053312,0.8053312,Critical
329,0.148932,0,0.5,2025-05-13T11:42:07,0.19355,0,Normal,0.5,2025-05-13T11:42:07,0.1667792,0.1667792,Low
330,0.817077,1,0.5,2025-05-13T11:42:07,0.856656,1,DDoS,0.5,2025-05-13T11:42:07,0.8329086000000001,0.8329086000000001,Critical
331,0.013104,0,0.5,2025-05-13T11:42:07,0.033865,0,Normal,0.5,2025-05-13T11:42:07,0.0214084,0.0214084,Low
332,0.830941,1,0.5,2025-05-13T11:42:07,0.100942,0,Normal,0.5,2025-05-13T11:42:07,0.5389414,0.5389414,Medium
333,0.775473,1,0.5,2025-05-13T11:42:07,0.749838,1,Malware,0.5,2025-05-13T11:42:07,0.765219,0.765219,Critical
334,0.084548,0,0.5,2025-05-13T11:42:07,0.846227,1,DDoS,0.5,2025-05-13T11:42:07,0.3892196,0.3892196,Medium
335,0.710528,1,0.5,2025-05-13T11:42:07,0.026111,0,Normal,0.5,2025-05-13T11:42:07,0.4367612,0.4367612,Medium
336,0.350666,0,0.5,2025-05-13T11:42:07,0.08705,0,Normal,0.5,2025-05-13T11:42:07,0.2452195999999999,0.2452195999999999,Low
337,0.856941,1,0.5,2025-05-13T11:42:07,0.027558,0,Normal,0.5,2025-05-13T11:42:07,0.5251878,0.5251878,Medium
338,0.328024,0,0.5,2025-05-13T11:42:07,0.087918,0,Normal,0.5,2025-05-13T11:42:07,0.2319815999999999,0.2319815999999999,Low
339,0.881514,1,0.5,2025-05-13T11:42:07,0.875767,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8792152,0.8792152,Critical
340,0.321634,0,0.5,2025-05-13T11:42:07,0.83527,1,DDoS,0.5,2025-05-13T11:42:07,0.5270884,0.5270884,Medium
341,0.776089,1,0.5,2025-05-13T11:42:07,0.887002,1,Replay,0.5,2025-05-13T11:42:07,0.8204542,0.8204542,Critical
342,0.880233,1,0.5,2025-05-13T11:42:07,0.782182,1,Replay,0.5,2025-05-13T11:42:07,0.8410126000000001,0.8410126000000001,Critical
343,0.828794,1,0.5,2025-05-13T11:42:07,0.143527,0,Normal,0.5,2025-05-13T11:42:07,0.5546872,0.5546872,Medium
344,0.802912,1,0.5,2025-05-13T11:42:07,0.349336,0,Normal,0.5,2025-05-13T11:42:07,0.6214816,0.6214816,Medium
345,0.808395,1,0.5,2025-05-13T11:42:07,0.87482,1,Malware,0.5,2025-05-13T11:42:07,0.834965,0.834965,Critical
346,0.745912,1,0.5,2025-05-13T11:42:07,0.040343,0,Normal,0.5,2025-05-13T11:42:07,0.4636844,0.4636844,Medium
347,0.219707,0,0.5,2025-05-13T11:42:07,0.808672,1,Malware,0.5,2025-05-13T11:42:07,0.455293,0.455293,Medium
348,0.800008,1,0.5,2025-05-13T11:42:07,0.854536,1,Replay,0.5,2025-05-13T11:42:07,0.8218192,0.8218192,Critical
349,0.035479,0,0.5,2025-05-13T11:42:07,0.726744,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.311985,0.311985,Medium
350,0.756066,1,0.5,2025-05-13T11:42:07,0.91997,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8216276,0.8216276,Critical
351,0.239799,0,0.5,2025-05-13T11:42:07,0.045177,0,Normal,0.5,2025-05-13T11:42:07,0.1619502,0.1619502,Low
352,0.79928,1,0.5,2025-05-13T11:42:07,0.87336,1,Malware,0.5,2025-05-13T11:42:07,0.8289120000000001,0.8289120000000001,Critical
353,0.82574,1,0.5,2025-05-13T11:42:07,0.09603,0,Normal,0.5,2025-05-13T11:42:07,0.533856,0.533856,Medium
354,0.736652,1,0.5,2025-05-13T11:42:07,0.821227,1,Malware,0.5,2025-05-13T11:42:07,0.770482,0.770482,Critical
355,0.722446,1,0.5,2025-05-13T11:42:07,0.219074,0,Normal,0.5,2025-05-13T11:42:07,0.5210972,0.5210972,Medium
356,0.782382,1,0.5,2025-05-13T11:42:07,0.122701,0,Normal,0.5,2025-05-13T11:42:07,0.5185096,0.5185096,Medium
357,0.80557,1,0.5,2025-05-13T11:42:07,0.841587,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.8199768000000001,0.8199768000000001,Critical
358,0.848597,1,0.5,2025-05-13T11:42:07,0.089601,0,Normal,0.5,2025-05-13T11:42:07,0.5449986,0.5449986,Medium
359,0.810307,1,0.5,2025-05-13T11:42:07,0.260059,0,Normal,0.5,2025-05-13T11:42:07,0.5902078,0.5902078,Medium
360,0.861321,1,0.5,2025-05-13T11:42:07,0.036589,0,Normal,0.5,2025-05-13T11:42:07,0.5314281999999999,0.5314281999999999,Medium
361,0.261523,0,0.5,2025-05-13T11:42:07,0.844753,1,Replay,0.5,2025-05-13T11:42:07,0.494815,0.494815,Medium
362,0.070713,0,0.5,2025-05-13T11:42:07,0.21061,0,Normal,0.5,2025-05-13T11:42:07,0.1266718,0.1266718,Low
363,0.145012,0,0.5,2025-05-13T11:42:07,0.096249,0,Normal,0.5,2025-05-13T11:42:07,0.1255068,0.1255068,Low
364,0.720446,1,0.5,2025-05-13T11:42:07,0.831403,1,Malware,0.5,2025-05-13T11:42:07,0.7648288000000001,0.7648288000000001,Critical
365,0.062773,0,0.5,2025-05-13T11:42:07,0.826977,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.3684545999999999,0.3684545999999999,Medium
366,0.659039,1,0.5,2025-05-13T11:42:07,0.203655,0,Normal,0.5,2025-05-13T11:42:07,0.4768854,0.4768854,Medium
367,0.776573,1,0.5,2025-05-13T11:42:07,0.820125,1,DDoS,0.5,2025-05-13T11:42:07,0.7939938,0.7939938,Critical
368,0.152211,0,0.5,2025-05-13T11:42:07,0.793392,1,Replay,0.5,2025-05-13T11:42:07,0.4086834,0.4086834,Medium
369,0.873849,1,0.5,2025-05-13T11:42:07,0.813122,1,Replay,0.5,2025-05-13T11:42:07,0.8495581999999999,0.8495581999999999,Critical
370,0.872233,1,0.5,2025-05-13T11:42:07,0.820854,1,DDoS,0.5,2025-05-13T11:42:07,0.8516814,0.8516814,Critical
371,0.046325,0,0.5,2025-05-13T11:42:07,0.005598,0,Normal,0.5,2025-05-13T11:42:07,0.0300341999999999,0.0300341999999999,Low
372,0.195751,0,0.5,2025-05-13T11:42:07,0.091303,0,Normal,0.5,2025-05-13T11:42:07,0.1539718,0.1539718,Low
373,0.072707,0,0.5,2025-05-13T11:42:07,0.164758,0,Normal,0.5,2025-05-13T11:42:07,0.1095274,0.1095274,Low
374,0.317715,0,0.5,2025-05-13T11:42:07,0.944761,1,Replay,0.5,2025-05-13T11:42:07,0.5685334000000001,0.5685334000000001,Medium
375,0.433574,0,0.5,2025-05-13T11:42:07,0.142372,0,Normal,0.5,2025-05-13T11:42:07,0.3170932,0.3170932,Medium
376,0.880465,1,0.5,2025-05-13T11:42:07,0.814271,1,DDoS,0.5,2025-05-13T11:42:07,0.8539874000000001,0.8539874000000001,Critical
377,0.196645,0,0.5,2025-05-13T11:42:07,0.759528,1,DDoS,0.5,2025-05-13T11:42:07,0.4217982,0.4217982,Medium
378,0.235226,0,0.5,2025-05-13T11:42:07,0.912805,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.5062576,0.5062576,Medium
379,0.863465,1,0.5,2025-05-13T11:42:07,0.332636,0,Normal,0.5,2025-05-13T11:42:07,0.6511334,0.6511334,Medium
380,0.802348,1,0.5,2025-05-13T11:42:07,0.807207,1,DDoS,0.5,2025-05-13T11:42:07,0.8042916,0.8042916,Critical
381,0.843949,1,0.5,2025-05-13T11:42:07,0.181915,0,Normal,0.5,2025-05-13T11:42:07,0.5791354,0.5791354,Medium
382,0.737607,1,0.5,2025-05-13T11:42:07,0.870696,1,SCADA_Injection,0.5,2025-05-13T11:42:07,0.7908426000000001,0.7908426000000001,Critical
383,0.920699,1,0.5,2025-05-13T11:42:07,0.107471,0,Normal,0.5,2025-05-13T11:42:07,0.5954078,0.5954078,Medium
384,0.179515,0,0.5,2025-05-13T11:42:07,0.916803,1,Replay,0.5,2025-05-13T11:42:07,0.4744302,0.4744302,Medium
